ID_Registro,Puesto_Empleo,Tipo_Recurso,Nombre_O_Modelo,Costo_Inversion_Inicial_USD,Gasto_Mantenimiento_Operacion_Mensual_USD,Salario_O_Licencia_Mensual_USD,Gasto_Total_Anual_USD,Horas_Operativas_Mes,Costo_Por_Hora_USD,Nivel_Eficiencia_Pct,Tasa_Error_Pct,Estado_Implementacion
REC-1164,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),SentryBot Defense (Unit #124),29489.58,594.49,0.0,13031.79,704,1.54,89.0,1.53,Desplegado / Producción
REC-1165,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),RoboGuard Sentinel (Unit #125),28255.37,613.24,0.0,13010.01,708,1.53,95.4,2.31,Desplegado / Producción
REC-1166,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),AeroPatrol Tower (Unit #126),31995.46,539.87,0.0,12877.56,704,1.52,90.4,1.55,Desplegado / Producción
REC-1167,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),RoboGuard Sentinel (Unit #127),27444.01,598.35,0.0,12669.04,687,1.54,94.5,2.2,Desplegado / Producción
REC-1168,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),VisionTower Pro (Unit #128),31855.28,560.19,0.0,13093.39,725,1.5,89.5,1.9,Desplegado / Producción
REC-1169,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),Sentinel 360 (Unit #129),30321.51,631.68,0.0,13644.51,723,1.57,96.1,1.48,Desplegado / Producción
REC-1170,Guardia de seguridad,Equipo Automatizado (Hardware/Robótica),VisionTower Pro (Unit #130),23352.66,554.88,0.0,11329.12,743,1.27,91.0,1.86,Desplegado / Producción
REC-1171,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #501,3765.75,95.98,425.65,10025.33,719,0.73,95.8,0.76,Fase Piloto / Licencia SaaS
REC-1172,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #502,3235.17,133.25,418.64,9857.83,729,0.76,96.6,1.15,Fase Piloto / Licencia SaaS
REC-1173,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #503,4170.24,133.69,425.58,10881.37,731,0.77,96.0,0.69,Fase Piloto / Licencia SaaS
REC-1174,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),GuardVision ThreatDetector License #504,3580.03,126.16,371.1,9547.14,724,0.69,92.5,0.95,Fase Piloto / Licencia SaaS
REC-1175,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #505,3874.38,128.55,373.12,9894.45,737,0.68,97.7,0.76,Fase Piloto / Licencia SaaS
REC-1176,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),GuardVision ThreatDetector License #506,3674.11,85.97,433.62,9909.16,725,0.72,93.3,0.88,Fase Piloto / Licencia SaaS
REC-1177,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #507,2859.66,107.92,389.37,8827.12,709,0.7,96.7,0.89,Fase Piloto / Licencia SaaS
REC-1178,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SafeAI Facial Recon License #508,4371.93,125.13,326.73,9794.28,727,0.62,97.2,1.1,Fase Piloto / Licencia SaaS
REC-1179,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #509,3297.96,115.95,267.57,7900.25,705,0.54,97.2,0.8,Fase Piloto / Licencia SaaS
REC-1180,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #510,3687.46,99.87,265.91,8076.86,719,0.51,94.0,1.39,Fase Piloto / Licencia SaaS
REC-1181,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #511,2974.1,152.93,431.54,9987.75,732,0.8,95.3,0.91,Fase Piloto / Licencia SaaS
REC-1182,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #512,3378.51,138.03,362.45,9384.17,744,0.67,94.8,0.71,Fase Piloto / Licencia SaaS
REC-1183,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #513,2963.95,113.53,365.38,8710.94,725,0.66,95.4,0.8,Fase Piloto / Licencia SaaS
REC-1184,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SafeAI Facial Recon License #514,3561.81,108.92,484.16,10678.74,718,0.83,96.7,0.82,Fase Piloto / Licencia SaaS
REC-1185,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),GuardVision ThreatDetector License #515,2982.46,144.97,400.63,9529.61,714,0.76,98.5,0.94,Fase Piloto / Licencia SaaS
REC-1186,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #516,3738.73,93.19,420.7,9905.44,709,0.72,97.6,0.97,Fase Piloto / Licencia SaaS
REC-1187,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SafeAI Facial Recon License #517,3299.25,119.6,325.69,8642.7,732,0.61,95.8,0.91,Fase Piloto / Licencia SaaS
REC-1188,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),PatrolPredict Analytics License #518,4401.79,93.42,466.6,11122.07,728,0.77,97.0,0.82,Fase Piloto / Licencia SaaS
REC-1189,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SentriAI Intrusion License #519,4084.33,102.6,349.07,9504.44,715,0.63,96.2,0.75,Fase Piloto / Licencia SaaS
REC-1190,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #520,3904.3,99.74,372.94,9576.41,720,0.66,100.0,0.46,Fase Piloto / Licencia SaaS
REC-1191,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SentriAI Intrusion License #521,3139.23,110.74,320.26,8311.32,701,0.61,97.4,1.1,Fase Piloto / Licencia SaaS
REC-1192,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #522,4477.37,133.84,368.02,10499.61,740,0.68,96.5,0.85,Fase Piloto / Licencia SaaS
REC-1193,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),GuardVision ThreatDetector License #523,3435.59,118.08,344.52,8986.78,735,0.63,93.3,0.98,Fase Piloto / Licencia SaaS
REC-1194,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),GuardVision ThreatDetector License #524,3204.4,108.89,398.5,9293.07,746,0.68,97.2,1.19,Fase Piloto / Licencia SaaS
REC-1195,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SentriAI Intrusion License #525,3534.56,120.99,430.73,10155.16,721,0.77,96.9,0.68,Fase Piloto / Licencia SaaS
REC-1196,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),AIVision Guard 360 License #526,3667.35,100.11,403.21,9707.16,730,0.69,95.7,0.51,Fase Piloto / Licencia SaaS
REC-1197,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SafeAI Facial Recon License #527,2573.72,110.55,304.89,7559.07,716,0.58,97.3,0.72,Fase Piloto / Licencia SaaS
REC-1198,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),GuardVision ThreatDetector License #528,3587.83,137.13,458.86,10739.59,725,0.82,95.8,0.79,Fase Piloto / Licencia SaaS
REC-1199,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SafeAI Facial Recon License #529,4152.87,122.81,346.23,9781.44,714,0.66,96.4,0.68,Fase Piloto / Licencia SaaS
REC-1200,Guardia de seguridad,Inteligencia Artificial (Software/SaaS),SafeAI Facial Recon License #530,2439.3,144.27,441.32,9466.33,711,0.82,96.2,0.66,Fase Piloto / Licencia SaaS
REC-1201,Albañil,Empleado Real (Humano),Pedro González,367.32,188.17,1203.11,17062.7,172,8.09,86.1,3.32,Activo / En Contrato
REC-1202,Albañil,Empleado Real (Humano),Ramón Reyes,273.44,163.47,1252.22,17261.8,174,8.14,89.0,4.64,Activo / En Contrato
REC-1203,Albañil,Empleado Real (Humano),Tomás Flores,345.03,182.43,1192.74,16847.04,175,7.86,81.4,5.26,Activo / En Contrato
REC-1204,Albañil,Empleado Real (Humano),Marcos Mendoza,323.21,170.24,1056.27,15041.34,153,8.02,88.8,2.88,Activo / En Contrato
REC-1205,Albañil,Empleado Real (Humano),José Manuel Reyes,283.84,142.23,1046.04,14543.15,189,6.29,76.6,2.87,Activo / En Contrato
REC-1206,Albañil,Empleado Real (Humano),Gonzalo Torres,367.72,198.45,1073.6,15632.3,161,7.9,83.9,4.76,Activo / En Contrato
REC-1207,Albañil,Empleado Real (Humano),Guillermo Morales,340.44,209.32,992.02,14756.54,156,7.7,89.5,5.33,Activo / En Contrato
REC-1208,Albañil,Empleado Real (Humano),Antonio Torres,336.88,198.11,1073.04,15590.73,162,7.85,83.8,5.87,Activo / En Contrato
REC-1209,Albañil,Empleado Real (Humano),Javier Romero,374.16,230.94,1125.34,16649.61,176,7.71,83.7,3.51,Activo / En Contrato
REC-1210,Albañil,Empleado Real (Humano),Marcos Castillo,298.48,173.96,1080.43,15351.11,171,7.34,92.0,5.76,Activo / En Contrato
REC-1211,Albañil,Empleado Real (Humano),Tomás Romero,282.54,195.61,1118.82,16055.74,163,8.06,79.2,4.21,Activo / En Contrato
REC-1212,Albañil,Empleado Real (Humano),Domingo Martínez,383.45,179.42,1033.32,14936.3,171,7.09,89.4,4.41,Activo / En Contrato
REC-1213,Albañil,Empleado Real (Humano),Ricardo Reyes,389.18,170.58,1028.37,14776.62,170,7.05,82.9,5.49,Activo / En Contrato
REC-1214,Albañil,Empleado Real (Humano),Agustín Rodríguez,438.57,166.7,1028.3,14778.67,161,7.42,86.1,4.14,Activo / En Contrato
REC-1215,Albañil,Empleado Real (Humano),Antonio Pérez,372.32,193.01,1043.52,15210.76,173,7.15,87.1,3.82,Activo / En Contrato
REC-1216,Albañil,Empleado Real (Humano),Antonio Ruiz,308.54,160.16,1241.69,17130.82,182,7.7,90.1,4.25,Activo / En Contrato
REC-1217,Albañil,Empleado Real (Humano),Gonzalo Torres,333.94,204.45,1143.9,16514.16,162,8.32,84.0,5.33,Activo / En Contrato
REC-1218,Albañil,Empleado Real (Humano),Ricardo Cruz,247.09,171.91,1070.74,15158.93,175,7.1,83.5,3.37,Activo / En Contrato
REC-1219,Albañil,Empleado Real (Humano),Javier Castillo,355.48,128.75,1188.86,16166.77,175,7.53,86.6,5.85,Activo / En Contrato
REC-1220,Albañil,Empleado Real (Humano),Gonzalo Morales,402.4,197.31,1046.39,15326.75,175,7.11,82.9,7.14,Activo / En Contrato
REC-1221,Albañil,Empleado Real (Humano),Tomás Díaz,383.48,160.59,1145.47,16056.16,159,8.21,87.4,5.64,Activo / En Contrato
REC-1222,Albañil,Empleado Real (Humano),Salvador Sánchez,427.39,205.85,1047.89,15472.3,183,6.85,85.6,5.99,Activo / En Contrato
REC-1223,Albañil,Empleado Real (Humano),Vicente Torres,374.38,156.45,1265.44,17437.08,161,8.83,84.5,5.89,Activo / En Contrato
REC-1224,Albañil,Empleado Real (Humano),Felipe Torres,366.12,176.22,1143.15,16198.55,165,8.0,84.9,6.64,Activo / En Contrato
REC-1225,Albañil,Empleado Real (Humano),Ricardo Mendoza,364.19,168.08,1052.44,15010.53,187,6.53,80.6,6.22,Activo / En Contrato
REC-1226,Albañil,Empleado Real (Humano),Marcos López,349.81,197.79,1072.55,15593.83,166,7.65,84.2,4.93,Activo / En Contrato
REC-1227,Albañil,Empleado Real (Humano),Vicente Mendoza,340.77,162.74,1107.91,15588.54,154,8.25,91.0,4.06,Activo / En Contrato
REC-1228,Albañil,Empleado Real (Humano),Manuel Mendoza,415.0,197.06,1065.89,15570.39,166,7.61,89.8,6.05,Activo / En Contrato
REC-1229,Albañil,Empleado Real (Humano),Álvaro González,274.82,166.58,1213.55,16836.37,166,8.31,83.8,3.83,Activo / En Contrato
REC-1230,Albañil,Empleado Real (Humano),Ramón Morales,355.76,209.15,1070.92,15716.53,170,7.53,84.7,3.06,Activo / En Contrato
REC-1231,Albañil,Empleado Real (Humano),Álvaro Vargas,325.51,191.64,1221.59,17284.17,166,8.51,93.2,4.57,Activo / En Contrato
REC-1232,Albañil,Empleado Real (Humano),Vicente Cruz,387.47,186.64,860.49,12953.02,157,6.67,85.2,5.02,Activo / En Contrato
REC-1233,Albañil,Empleado Real (Humano),Javier Reyes,392.15,170.96,1207.6,16934.94,154,8.95,81.1,5.86,Activo / En Contrato
REC-1234,Albañil,Empleado Real (Humano),Antonio López,337.49,164.99,1229.78,17074.68,177,7.88,86.2,2.54,Activo / En Contrato
REC-1235,Albañil,Empleado Real (Humano),Ricardo Cruz,340.02,206.0,1042.8,15325.65,155,8.06,86.4,5.02,Activo / En Contrato
REC-1236,Albañil,Empleado Real (Humano),Ricardo Rodríguez,360.89,169.58,918.71,13420.32,138,7.89,86.5,3.46,Activo / En Contrato
REC-1237,Albañil,Empleado Real (Humano),Pedro Martínez,359.61,196.39,1018.26,14935.34,163,7.45,86.4,2.75,Activo / En Contrato
REC-1238,Albañil,Empleado Real (Humano),Vicente Cruz,320.35,206.14,1216.6,17393.28,170,8.37,87.1,4.1,Activo / En Contrato
REC-1239,Albañil,Empleado Real (Humano),Gonzalo Mendoza,332.77,162.6,1119.96,15723.46,176,7.29,87.9,4.93,Activo / En Contrato
REC-1240,Albañil,Empleado Real (Humano),Manuel Reyes,353.11,181.99,814.67,12313.05,178,5.6,81.8,4.0,Activo / En Contrato
REC-1241,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #101),95424.07,1365.88,0.0,35475.36,327,9.04,91.5,1.82,Desplegado / Producción
REC-1242,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #102),81449.01,1477.14,0.0,34015.54,318,8.91,92.0,2.56,Desplegado / Producción
REC-1243,Albañil,Equipo Automatizado (Hardware/Robótica),Hadrian X Bricklayer (Unit #103),86498.06,1334.67,0.0,33315.65,293,9.48,88.9,2.33,Desplegado / Producción
REC-1244,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #104),82723.57,1495.97,0.0,34496.36,339,8.48,91.0,2.87,Desplegado / Producción
REC-1245,Albañil,Equipo Automatizado (Hardware/Robótica),RoboMason Masonry v2 (Unit #105),90145.33,1233.92,0.0,32836.16,327,8.37,91.3,2.29,Desplegado / Producción
REC-1246,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #106),93201.47,1715.38,0.0,39224.8,313,10.44,94.1,2.1,Desplegado / Producción
REC-1247,Albañil,Equipo Automatizado (Hardware/Robótica),AssistPro 500 Exoskeleton (Unit #107),85194.54,1319.21,0.0,32869.4,307,8.92,94.1,2.55,Desplegado / Producción
REC-1248,Albañil,Equipo Automatizado (Hardware/Robótica),Structur3D Concrete Sprayer (Unit #108),88192.98,1551.17,0.0,36252.61,338,8.94,90.3,2.4,Desplegado / Producción
REC-1249,Albañil,Equipo Automatizado (Hardware/Robótica),AssistPro 500 Exoskeleton (Unit #109),73662.66,991.51,0.0,26630.61,294,7.55,88.8,1.94,Desplegado / Producción
REC-1250,Albañil,Equipo Automatizado (Hardware/Robótica),BuildBot Layer 3D (Unit #110),75865.42,1313.02,0.0,30929.31,328,7.86,88.9,2.54,Desplegado / Producción
REC-1251,Albañil,Equipo Automatizado (Hardware/Robótica),Hadrian X Bricklayer (Unit #111),82390.19,1002.41,0.0,28507.01,290,8.19,89.7,1.47,Desplegado / Producción
REC-1252,Albañil,Equipo Automatizado (Hardware/Robótica),RoboMason Masonry v2 (Unit #112),88859.49,1330.85,0.0,33742.04,311,9.04,85.8,1.95,Desplegado / Producción
REC-1253,Albañil,Equipo Automatizado (Hardware/Robótica),Structur3D Concrete Sprayer (Unit #113),78063.62,1259.9,0.0,30731.57,302,8.48,94.6,1.43,Desplegado / Producción
REC-1254,Albañil,Equipo Automatizado (Hardware/Robótica),Structur3D Concrete Sprayer (Unit #114),101185.32,1496.58,0.0,38196.06,312,10.2,90.5,3.53,Desplegado / Producción
REC-1255,Albañil,Equipo Automatizado (Hardware/Robótica),RoboMason Masonry v2 (Unit #115),87099.32,1552.92,0.0,36054.95,278,10.81,83.7,2.07,Desplegado / Producción
REC-1256,Albañil,Equipo Automatizado (Hardware/Robótica),Hadrian X Bricklayer (Unit #116),72713.28,1569.76,0.0,33379.75,295,9.43,93.4,1.9,Desplegado / Producción
REC-1257,Albañil,Equipo Automatizado (Hardware/Robótica),Hadrian X Bricklayer (Unit #117),96795.24,1295.23,0.0,34901.78,316,9.2,88.6,1.63,Desplegado / Producción
REC-1258,Albañil,Equipo Automatizado (Hardware/Robótica),RoboMason Masonry v2 (Unit #118),81237.85,1524.83,0.0,34545.53,339,8.49,95.3,2.24,Desplegado / Producción
REC-1259,Albañil,Equipo Automatizado (Hardware/Robótica),BuildBot Layer 3D (Unit #119),95537.26,1468.16,0.0,36725.38,287,10.66,87.8,1.35,Desplegado / Producción
REC-1260,Albañil,Equipo Automatizado (Hardware/Robótica),RoboMason Masonry v2 (Unit #120),85104.7,1260.06,0.0,32141.68,330,8.12,89.8,1.36,Desplegado / Producción
REC-1261,Albañil,Equipo Automatizado (Hardware/Robótica),BuildBot Layer 3D (Unit #121),92196.23,1322.33,0.0,34307.24,323,8.85,99.2,3.1,Desplegado / Producción
REC-1262,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #122),83788.27,1237.37,0.0,31606.13,354,7.44,91.9,1.84,Desplegado / Producción
REC-1263,Albañil,Equipo Automatizado (Hardware/Robótica),AssistPro 500 Exoskeleton (Unit #123),78809.55,1325.25,0.0,31664.92,311,8.48,87.2,2.6,Desplegado / Producción
REC-1264,Albañil,Equipo Automatizado (Hardware/Robótica),RoboMason Masonry v2 (Unit #124),76262.4,1700.97,0.0,35664.15,320,9.29,82.4,1.76,Desplegado / Producción
REC-1265,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #125),78768.47,1397.62,0.0,32525.11,337,8.04,89.9,1.2,Desplegado / Producción
REC-1266,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #126),78564.52,1008.66,0.0,27816.83,370,6.27,87.5,1.16,Desplegado / Producción
REC-1267,Albañil,Equipo Automatizado (Hardware/Robótica),Structur3D Concrete Sprayer (Unit #127),89411.72,1316.49,0.0,33680.23,341,8.23,90.0,1.69,Desplegado / Producción
REC-1268,Albañil,Equipo Automatizado (Hardware/Robótica),MixBot Concrete Pump (Unit #128),91645.78,1178.21,0.0,32467.71,322,8.4,88.0,2.14,Desplegado / Producción
REC-1269,Albañil,Equipo Automatizado (Hardware/Robótica),Structur3D Concrete Sprayer (Unit #129),96983.1,1361.67,0.0,35736.71,277,10.75,85.2,2.29,Desplegado / Producción
REC-1270,Albañil,Equipo Automatizado (Hardware/Robótica),AssistPro 500 Exoskeleton (Unit #130),96887.64,1101.7,0.0,32597.98,324,8.38,88.6,1.64,Desplegado / Producción
REC-1271,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #501,5392.69,138.28,363.87,11418.46,356,1.41,93.0,1.64,Fase Piloto / Licencia SaaS
REC-1272,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #502,4376.83,168.78,453.45,11843.65,323,1.93,91.0,1.64,Fase Piloto / Licencia SaaS
REC-1273,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #503,4544.31,161.16,373.78,10963.66,358,1.49,94.6,1.66,Fase Piloto / Licencia SaaS
REC-1274,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #504,4938.95,170.36,514.17,13153.28,321,2.13,91.8,1.44,Fase Piloto / Licencia SaaS
REC-1275,Albañil,Inteligencia Artificial (Software/SaaS),PlanBuild Generative AI License #505,3998.16,138.32,436.55,10896.62,349,1.65,92.6,1.26,Fase Piloto / Licencia SaaS
REC-1276,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #506,4380.85,190.02,291.72,10161.73,334,1.44,95.2,1.7,Fase Piloto / Licencia SaaS
REC-1277,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #507,5118.05,132.28,347.13,10870.97,361,1.33,94.6,1.69,Fase Piloto / Licencia SaaS
REC-1278,Albañil,Inteligencia Artificial (Software/SaaS),StructAI Thermal Quality License #508,5793.96,139.23,449.81,12862.49,347,1.7,95.3,1.31,Fase Piloto / Licencia SaaS
REC-1279,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #509,5096.05,167.3,461.77,12644.85,359,1.75,91.5,1.39,Fase Piloto / Licencia SaaS
REC-1280,Albañil,Inteligencia Artificial (Software/SaaS),CivilCalc Optimization License #510,5593.85,173.84,492.36,13588.19,357,1.87,94.4,1.35,Fase Piloto / Licencia SaaS
REC-1281,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #511,6677.8,191.69,459.84,14496.18,374,1.74,91.2,1.51,Fase Piloto / Licencia SaaS
REC-1282,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #512,4959.3,130.27,541.17,13016.54,353,1.9,92.3,1.44,Fase Piloto / Licencia SaaS
REC-1283,Albañil,Inteligencia Artificial (Software/SaaS),PlanBuild Generative AI License #513,4030.3,137.92,465.28,11268.72,355,1.7,91.5,1.65,Fase Piloto / Licencia SaaS
REC-1284,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #514,4224.5,139.29,472.79,11569.42,349,1.75,95.8,1.2,Fase Piloto / Licencia SaaS
REC-1285,Albañil,Inteligencia Artificial (Software/SaaS),CivilCalc Optimization License #515,5656.58,164.74,477.37,13361.89,362,1.77,94.1,1.48,Fase Piloto / Licencia SaaS
REC-1286,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #516,5746.66,142.25,539.17,13923.64,348,1.96,96.6,1.43,Fase Piloto / Licencia SaaS
REC-1287,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #517,5135.77,186.68,344.5,11510.0,321,1.65,94.6,1.25,Fase Piloto / Licencia SaaS
REC-1288,Albañil,Inteligencia Artificial (Software/SaaS),PlanBuild Generative AI License #518,4692.5,159.47,481.67,12386.12,337,1.9,89.7,1.1,Fase Piloto / Licencia SaaS
REC-1289,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #519,4397.23,122.65,506.06,11941.79,350,1.8,93.9,1.76,Fase Piloto / Licencia SaaS
REC-1290,Albañil,Inteligencia Artificial (Software/SaaS),PlanBuild Generative AI License #520,4294.67,169.11,510.06,12444.68,396,1.72,96.1,1.51,Fase Piloto / Licencia SaaS
REC-1291,Albañil,Inteligencia Artificial (Software/SaaS),CivilCalc Optimization License #521,5304.12,159.36,327.29,11143.88,359,1.36,92.5,1.6,Fase Piloto / Licencia SaaS
REC-1292,Albañil,Inteligencia Artificial (Software/SaaS),PlanBuild Generative AI License #522,5571.09,196.71,416.47,12929.28,372,1.65,92.5,1.67,Fase Piloto / Licencia SaaS
REC-1293,Albañil,Inteligencia Artificial (Software/SaaS),PlanBuild Generative AI License #523,5349.9,147.15,426.14,12229.35,299,1.92,94.6,1.6,Fase Piloto / Licencia SaaS
REC-1294,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #524,5101.73,133.34,397.72,11474.41,342,1.55,89.5,1.81,Fase Piloto / Licencia SaaS
REC-1295,Albañil,Inteligencia Artificial (Software/SaaS),MasonAI Structural Plan License #525,5541.2,153.48,491.85,13285.11,350,1.84,92.6,1.89,Fase Piloto / Licencia SaaS
REC-1296,Albañil,Inteligencia Artificial (Software/SaaS),CivilCalc Optimization License #526,4837.16,124.91,393.66,11059.97,355,1.46,93.5,1.56,Fase Piloto / Licencia SaaS
REC-1297,Albañil,Inteligencia Artificial (Software/SaaS),StructAI Thermal Quality License #527,5627.04,146.23,443.56,12704.47,367,1.61,93.6,1.07,Fase Piloto / Licencia SaaS
REC-1298,Albañil,Inteligencia Artificial (Software/SaaS),CivilCalc Optimization License #528,5720.33,101.49,368.77,11363.43,377,1.25,90.9,1.63,Fase Piloto / Licencia SaaS
REC-1299,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #529,6219.5,160.07,337.74,12193.26,366,1.36,92.2,0.99,Fase Piloto / Licencia SaaS
REC-1300,Albañil,Inteligencia Artificial (Software/SaaS),BuildMind Shuttering License #530,4338.97,152.14,528.78,12509.99,394,1.73,92.2,1.72,Fase Piloto / Licencia SaaS
REC-1301,Atención al cliente telefónica,Empleado Real (Humano),Andrea Vargas,425.29,127.3,979.22,13703.58,156,7.09,80.7,4.23,Activo / En Contrato
REC-1302,Atención al cliente telefónica,Empleado Real (Humano),Adriana Ruiz,411.22,111.33,909.25,12658.16,165,6.19,72.7,5.2,Activo / En Contrato
REC-1303,Atención al cliente telefónica,Empleado Real (Humano),Lorena Cruz,493.31,87.06,898.91,12324.87,158,6.24,69.3,5.54,Activo / En Contrato
REC-1304,Atención al cliente telefónica,Empleado Real (Humano),Beatriz Hernández,417.37,88.43,859.07,11787.43,153,6.19,77.7,3.56,Activo / En Contrato
REC-1305,Atención al cliente telefónica,Empleado Real (Humano),Claudia Pérez,445.62,105.28,938.75,12973.9,178,5.87,80.2,4.03,Activo / En Contrato
REC-1306,Atención al cliente telefónica,Empleado Real (Humano),Verónica Rodríguez,451.39,120.08,976.15,13606.13,146,7.51,73.0,6.46,Activo / En Contrato
REC-1307,Atención al cliente telefónica,Empleado Real (Humano),Adriana Flores,467.12,114.65,845.46,11988.44,169,5.68,77.2,4.51,Activo / En Contrato
REC-1308,Atención al cliente telefónica,Empleado Real (Humano),Griselda Morales,439.23,120.02,864.06,12248.17,161,6.11,75.7,4.54,Activo / En Contrato
REC-1309,Atención al cliente telefónica,Empleado Real (Humano),Valentina Martínez,428.09,105.1,914.98,12669.09,157,6.5,78.4,4.1,Activo / En Contrato
REC-1310,Atención al cliente telefónica,Empleado Real (Humano),Patricia Díaz,450.41,100.68,891.57,12357.47,149,6.66,75.5,3.19,Activo / En Contrato
REC-1311,Atención al cliente telefónica,Empleado Real (Humano),Andrea Vargas,433.78,114.12,921.88,12865.85,149,6.95,78.7,4.68,Activo / En Contrato
REC-1312,Atención al cliente telefónica,Empleado Real (Humano),Natalia Castillo,439.99,127.98,866.57,12374.57,162,6.14,77.5,5.1,Activo / En Contrato
REC-1313,Atención al cliente telefónica,Empleado Real (Humano),Griselda Vargas,433.64,123.23,925.22,13015.07,158,6.64,76.0,4.12,Activo / En Contrato
REC-1314,Atención al cliente telefónica,Empleado Real (Humano),Beatriz González,446.03,84.47,913.24,12418.47,159,6.27,76.7,5.09,Activo / En Contrato
REC-1315,Atención al cliente telefónica,Empleado Real (Humano),Daniela Martínez,429.04,129.22,847.86,12153.96,161,6.07,70.4,4.11,Activo / En Contrato
REC-1316,Atención al cliente telefónica,Empleado Real (Humano),Camila Pérez,478.94,113.45,970.3,13483.92,143,7.58,87.1,5.16,Activo / En Contrato
REC-1317,Atención al cliente telefónica,Empleado Real (Humano),Griselda Gómez,514.15,97.79,895.52,12433.96,162,6.13,76.0,3.61,Activo / En Contrato
REC-1318,Atención al cliente telefónica,Empleado Real (Humano),Carolina Gómez,453.31,109.52,901.93,12590.76,160,6.32,76.8,3.62,Activo / En Contrato
REC-1319,Atención al cliente telefónica,Empleado Real (Humano),Paula Morales,445.6,118.68,952.34,13297.79,149,7.19,85.6,5.08,Activo / En Contrato
REC-1320,Atención al cliente telefónica,Empleado Real (Humano),Natalia Castillo,476.83,121.03,963.98,13496.98,173,6.27,83.8,4.58,Activo / En Contrato
REC-1321,Atención al cliente telefónica,Empleado Real (Humano),Valentina Torres,458.22,107.27,894.75,12482.52,165,6.07,78.9,4.26,Activo / En Contrato
